"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"7966","red","green","red","red","red","red","red","red","red","red"
"7967","green","green","red","red","green","red","green","green","green","red"
"7968","green","green","green","green","red","red","red","red","green","red"
"7969","green","green","green","green","green","green","green","green","green","green"
"7970","green","green","red","red","green","red","red","green","red","red"
"7971","green","red","green","green","green","green","green","red","red","red"
"7972","red","red","red","green","red","red","red","red","red","green"
"7973","red","red","red","green","red","red","red","red","green","red"
"7974","green","green","red","green","green","green","red","green","red","green"
"7975","green","green","red","green","red","green","green","red","green","red"
"7976","red","green","red","red","red","green","green","red","green","green"
"7977","green","green","red","red","red","red","red","red","red","red"
"7978","green","green","red","green","green","green","green","green","green","green"
"7979","red","red","red","red","red","red","green","red","red","green"
"7980","green","red","red","red","red","green","red","red","green","green"
"7981","red","red","green","red","green","green","green","red","red","red"
"7982","green","green","green","green","green","green","green","green","green","red"
